seed,alpha,rms_gospa,rms_missed,rms_false,final_birth_atoms,spurious_birth_atoms,birth_region_error
63,10.0,4.720749695642461,3.4610932762158644,2.9755951785595207,6,0,2.070107734156356
63,20.0,4.8823771370072135,3.4610932762158644,3.227486121839514,9,0,1.65956175340074
64,1.0,7.024232956795184,6.846531968814577,1.4433756729740645,1,0,25.718376943625653
64,2.0,4.524069572448953,3.886407938787006,2.165063509461097,2,0,1.4298189964677823
64,5.0,3.8341724840552898,3.1457643480294792,2.041241452319315,2,0,1.5026162131348444
64,10.0,3.9015012457796354,3.1457643480294792,2.165063509461097,3,0,1.5026162131348444
64,20.0,4.096853911334898,3.1457643480294792,2.5,5,0,1.5026162131348444
65,1.0,7.161644704837287,6.884463184107628,1.9094065395649333,2,0,7.863138573502419
65,2.0,7.161644704837287,6.884463184107628,1.9094065395649333,2,0,7.863138573502419
65,5.0,4.363209785773199,3.5355339059327378,2.3935677693908453,4,0,1.5969782885349528
65,10.0,4.344087968686209,3.4610932762158644,2.5,6,0,1.202109006918422
65,20.0,4.467024024827679,3.4610932762158644,2.7003086243366083,8,0,1.202109006918422
66,1.0,6.909045523939776,6.692657668420421,1.613743060919757,1,0,25.496015935620637
66,2.0,4.7728610356700045,3.886407938787006,2.6020824993326657,2,0,2.0077026321561333
66,5.0,3.9776866065369756,2.9755951785595207,2.5,2,0,1.2244813219119228
66,10.0,4.292570023481307,2.9755951785595207,2.9755951785595207,4,0,1.2244813219119228
66,20.0,4.594019026817585,3.1457643480294792,3.227486121839514,7,0,1.1579990581450532
67,1.0,7.378820561921401,7.144345083117603,1.7677669529663689,2,0,14.22740342917367
67,2.0,7.378820561921401,7.144345083117603,1.7677669529663689,2,0,14.22740342917367
67,5.0,6.450165892177036,5.818433351570392,2.7003086243366083,5,1,4.729815708357455
67,10.0,4.3462216160077665,2.9755951785595207,3.0618621784789726,9,0,0.8623412634867849
67,20.0,4.341256375929576,2.9755951785595207,3.0618621784789726,9,0,0.8345387046558758
68,1.0,7.205052056271935,6.922186552431729,1.9094065395649333,2,0,18.425818917612585
68,2.0,4.873064267266849,4.018187817080398,2.6020824993326657,4,0,2.6666959786280833
68,5.0,4.591523210322594,3.608439182435161,2.7003086243366083,6,0,2.2937083796354294
68,10.0,4.923569324098365,3.886407938787006,2.886751345948129,9,0,2.1157823721627675
68,20.0,4.60326851497097,3.227486121839514,3.1457643480294792,12,0,1.9138406807341262
69,1.0,7.048309988571076,6.808389432653413,1.7677669529663689,1,0,25.540201019920033
69,2.0,4.789423671957073,4.14578098794425,2.282177322938192,2,0,2.779331326127094
69,5.0,4.02330677340519,3.0618621784789726,2.5,4,0,1.1948652077604431
69,10.0,4.087521342606228,3.0618621784789726,2.6020824993326657,5,0,1.1948652077604431
69,20.0,4.334877629137269,3.0618621784789726,2.9755951785595207,9,0,1.1948652077604431
70,1.0,7.169632113798414,6.997023176561111,1.4433756729740645,1,0,25.530832773513616
70,2.0,7.313477830727516,6.997023176561111,2.041241452319315,3,0,7.915703604356314
70,5.0,5.285173563134634,4.621056877670591,2.282177322938192,5,1,0.7404847001366859
70,10.0,4.522929079712908,3.608439182435161,2.5,6,0,1.353408087219306
70,20.0,4.28809974220454,2.886751345948129,2.9755951785595207,9,0,1.4942760136525277
71,1.0,6.905166727129286,6.653633092779714,1.7677669529663689,2,0,25.157619215927642
71,2.0,6.905166727129286,6.653633092779714,1.7677669529663689,2,0,25.157619215927642
71,5.0,4.4135630828686665,3.5355339059327378,2.5,4,0,0.9004885993529482
71,10.0,4.1998929271894605,2.9755951785595207,2.7950849718747373,8,0,1.02619905799145
71,20.0,5.001955602384263,3.5355339059327378,3.227486121839514,16,1,0.6028610863575286
72,1.0,7.089035864621507,6.7700320038633,2.041241452319315,2,0,9.793837350483459
72,2.0,7.089035864621507,6.7700320038633,2.041241452319315,2,0,9.793837350483459
72,5.0,4.080440098927733,3.0618621784789726,2.6020824993326657,4,0,1.1444460464350166
72,10.0,4.265121872378318,2.9755951785595207,2.9755951785595207,5,0,1.0662108126710654
72,20.0,4.3860460761864415,2.9755951785595207,3.1457643480294792,8,0,1.000190280054681
73,1.0,7.004874208418924,6.614378277661476,2.165063509461097,2,0,17.00899110422697
73,2.0,7.004874208418924,6.614378277661476,2.165063509461097,2,0,17.00899110422697
73,5.0,4.62782184961386,3.4610932762158644,2.7950849718747373,9,0,1.3494940039654795
73,10.0,4.604467637857356,3.1457643480294792,3.1457643480294792,8,1,0.8420634215661134
73,20.0,4.764503546330646,3.1457643480294792,3.38501600193165,13,1,0.8985918147261502
74,1.0,7.3362272619237805,7.144345083117603,1.613743060919757,2,0,9.35218659972663
74,2.0,7.357796385271682,7.0710678118654755,1.9094065395649333,4,0,4.161899418259189
74,5.0,5.724101130003277,5.153882032022076,2.3935677693908453,5,1,3.418152537183967
74,10.0,4.50175637969181,3.4610932762158644,2.7950849718747373,7,0,1.483986576857478
74,20.0,4.728593087237821,3.4610932762158644,3.1457643480294792,12,0,0.9894021345854327
75,1.0,7.021512541730987,6.73145600891813,1.9094065395649333,2,0,8.030287191820888
75,2.0,7.095301617292405,6.73145600891813,2.165063509461097,3,0,8.030287191820888
75,5.0,4.246452606684133,3.227486121839514,2.6020824993326657,4,0,0.6858895045089297
75,10.0,4.161965953078609,2.886751345948129,2.886751345948129,7,0,0.6481743382844634
75,20.0,4.406728671013407,3.0618621784789726,3.0618621784789726,9,0,0.8340110947728917
76,1.0,7.129358591710361,6.959705453537527,1.4433756729740645,2,1,23.126940722151886
76,2.0,4.647803962123637,4.018187817080398,2.165063509461097,6,2,1.2403733639120142
76,5.0,4.2865078290890395,3.608439182435161,2.165063509461097,4,1,1.4952520898422095
76,10.0,4.6393416814360355,3.75,2.6020824993326657,9,0,1.405331670932851
76,20.0,4.525289679484413,3.38501600193165,2.886751345948129,11,1,1.3360166725459335
77,1.0,6.868285085544414,6.653633092779714,1.613743060919757,2,0,22.909552298867702
77,2.0,6.856997344556043,6.614378277661476,1.613743060919757,3,0,4.432555379855309
77,5.0,5.02832845763629,4.08248290463863,2.7950849718747373,6,1,2.8461285398489613
77,10.0,4.109232037320276,2.886751345948129,2.7950849718747373,7,1,1.3653912236927122
77,20.0,4.41883805965182,2.886751345948129,3.227486121839514,11,0,1.3653912236927122
78,1.0,6.914343217056557,6.653633092779714,1.7677669529663689,3,1,5.71533669505207
78,2.0,4.632863204368189,3.952847075210474,2.282177322938192,2,0,2.348689330876901
78,5.0,4.355642531487391,3.4610932762158644,2.5,4,0,1.7558035627834827
78,10.0,4.531459131681746,3.4610932762158644,2.7950849718747373,7,0,1.7558035627834827
78,20.0,4.700704400629961,3.4610932762158644,3.0618621784789726,10,0,1.7558035627834827
79,1.0,7.024174879822766,6.846531968814577,1.4433756729740645,2,0,23.779403440584
79,2.0,7.0611518943913465,6.846531968814577,1.613743060919757,3,0,14.541876960809013
79,5.0,4.415501374864708,3.38501600193165,2.7003086243366083,5,0,1.3650109310243843
79,10.0,4.350227427088675,3.1457643480294792,2.886751345948129,7,0,1.4048239136084224
79,20.0,4.69865983572468,3.227486121839514,3.307189138830738,10,0,1.2349701128391197
80,1.0,9.111676016542273,8.955910525085281,1.0206207261596576,4,0,16.5210513730693
80,2.0,8.032030293748438,7.839536550927825,1.4433756729740645,5,1,16.5210513730693
80,5.0,6.132230177670315,5.49621081594705,2.3935677693908453,8,1,1.7293940041062956
80,10.0,5.4764566618551545,4.732423621500228,2.5,10,1,1.5471791589613635
80,20.0,5.042138355854864,3.886407938787006,2.9755951785595207,11,1,1.5423921249013501
81,1.0,6.946292150479889,6.7700320038633,1.4433756729740645,1,0,25.49510438239809
81,2.0,4.901953946517425,4.330127018922194,2.165063509461097,4,0,1.974003779469614
81,5.0,4.466281798614581,3.608439182435161,2.5,4,1,1.544641568077044
81,10.0,4.471348042680204,3.4610932762158644,2.7003086243366083,7,1,0.8910643935363146
81,20.0,4.863177912804243,3.5355339059327378,3.227486121839514,12,1,0.8910643935363146
82,1.0,7.2815778046168,7.107800878846659,1.4433756729740645,1,0,25.495098426365555
82,2.0,7.388090099930294,7.107800878846659,1.9094065395649333,3,0,18.027558300615013
82,5.0,4.703353014451113,4.018187817080398,2.282177322938192,4,0,1.8642579716404737
82,10.0,4.815099968491448,4.08248290463863,2.3935677693908453,5,0,1.8583597821919002
82,20.0,4.637838378304208,3.608439182435161,2.7950849718747373,8,0,1.427621364849276
83,1.0,6.982604562936417,6.7700320038633,1.613743060919757,2,0,16.157908077235863
83,2.0,4.539160072831465,3.8188130791298667,2.282177322938192,2,0,2.248695447446461
83,5.0,4.1567882961621105,3.1457643480294792,2.6020824993326657,5,0,1.600094546096864
83,10.0,4.1567882961621105,3.1457643480294792,2.6020824993326657,6,0,1.600094546096864
83,20.0,4.517066408534448,3.1457643480294792,3.1457643480294792,11,0,1.600094546096864
84,1.0,6.950075776300498,6.653633092779714,1.9094065395649333,1,0,25.56528059900141
84,2.0,6.987444928559531,6.653633092779714,2.041241452319315,2,0,8.459890243800322
84,5.0,4.112915374870916,3.0618621784789726,2.6020824993326657,4,0,1.148813135454192
84,10.0,4.045554489776781,2.886751345948129,2.7003086243366083,4,0,1.1305769642895724
84,20.0,4.473515895030038,2.886751345948129,3.307189138830738,7,0,1.1305769642895724
85,1.0,7.0890652316936045,6.846531968814577,1.7677669529663689,3,0,7.184856789723899
85,2.0,7.0890652316936045,6.846531968814577,1.7677669529663689,3,0,7.184856789723899
85,5.0,5.305353307876461,4.564354645876384,2.5,6,1,2.0771312741712094
85,10.0,4.387548804195054,3.1457643480294792,2.7950849718747373,9,0,1.5440536976764143
85,20.0,4.55548767609016,3.0618621784789726,2.9755951785595207,10,1,1.5440536976764143
86,1.0,7.123791670253985,6.846531968814577,1.9094065395649333,2,0,12.899577114866634
86,2.0,7.088754467060298,6.7700320038633,2.041241452319315,3,0,12.899577114866634
86,5.0,4.398814156473971,3.307189138830738,2.7950849718747373,6,0,1.3647904464573863
86,10.0,4.384588926936381,3.227486121839514,2.886751345948129,8,0,1.202620095575587
86,20.0,4.50180927237925,3.227486121839514,3.0618621784789726,10,0,1.202620095575587
87,1.0,6.942694779589163,6.73145600891813,1.613743060919757,1,0,25.497585143589532
87,2.0,5.062922650923324,4.389855730355308,2.3935677693908453,4,1,2.917022708624486
87,5.0,4.747029079451973,3.75,2.7950849718747373,5,1,1.5317486260658981
87,10.0,4.9492143588650865,3.886407938787006,2.9755951785595207,7,1,1.6273614031446986
87,20.0,4.968432956628517,3.886407938787006,2.9755951785595207,9,1,1.5735760152669043
88,1.0,6.947214361340494,6.692657668420421,1.7677669529663689,1,0,25.525684314162163
88,2.0,4.735726270696422,4.018187817080398,2.282177322938192,3,0,2.2240943204884807
88,5.0,4.393842651157036,3.75,2.165063509461097,2,0,0.7789537686512427
88,10.0,4.5681892740041645,3.75,2.5,4,0,0.7789537686512427
88,20.0,4.273918633078867,3.0618621784789726,2.7950849718747373,7,0,1.1377976641292513
89,1.0,7.162885787724902,6.922186552431729,1.7677669529663689,1,0,25.673078189782963
89,2.0,4.794494928096899,3.952847075210474,2.6020824993326657,2,1,4.13180586562916
89,5.0,4.337595692417093,3.38501600193165,2.6020824993326657,5,0,1.2350796978123688
89,10.0,4.456052407405234,3.38501600193165,2.7950849718747373,7,0,1.2350796978123688
89,20.0,4.628056077614227,3.38501600193165,3.0618621784789726,10,0,1.2350796978123688
90,1.0,7.641521495815528,7.465197027987049,1.4433756729740645,2,0,17.378867642849222
90,2.0,7.265340007842354,7.0710678118654755,1.4433756729740645,3,1,17.180620272409953
90,5.0,6.290015667724086,5.863019699779287,2.041241452319315,7,2,4.530271987057087
90,10.0,4.842057373951564,3.952847075210474,2.6020824993326657,9,1,0.9704450371713376
90,20.0,5.154659990012796,3.952847075210474,3.1457643480294792,14,1,0.9704450371713376
91,1.0,6.865795418172436,6.73145600891813,1.25,1,0,25.50482416192507
91,2.0,6.981104470792184,6.653633092779714,1.613743060919757,3,0,4.820398362997256
91,5.0,5.057924239263507,4.269562819149833,2.282177322938192,5,1,3.0701463633646644
91,10.0,4.56826280233659,3.38501600193165,2.7003086243366083,9,0,1.730353160386094
91,20.0,4.506808760001692,3.1457643480294792,2.886751345948129,11,1,1.4902342835342834
92,1.0,6.938010989527703,6.692657668420421,1.7677669529663689,1,0,25.55050786228517
92,2.0,7.012678743352916,6.692657668420421,2.041241452319315,2,0,21.167817384782396
92,5.0,4.085853533105727,2.9755951785595207,2.7003086243366083,4,0,1.2207921942709334
92,10.0,4.14170578294041,2.7950849718747373,2.7950849718747373,6,0,0.9027159500601494
92,20.0,4.386225250049544,2.886751345948129,3.0618621784789726,9,0,0.9820217068038101
93,1.0,6.95437074591454,6.7700320038633,1.4433756729740645,2,0,3.413943628164347
93,2.0,6.991716942566059,6.7700320038633,1.613743060919757,3,0,3.413943628164347
93,5.0,6.335664208061184,5.7282196186948,2.5,6,2,3.413943628164347
93,10.0,4.290451534842974,3.227486121839514,2.7003086243366083,8,0,1.3510019652527947
93,20.0,4.594433633927168,3.1457643480294792,3.227486121839514,15,0,1.395146297566927
94,1.0,7.101713186653346,6.846531968814577,1.7677669529663689,1,0,25.496973582829845
94,2.0,4.607964262266107,3.952847075210474,2.165063509461097,2,0,1.6284001763638378
94,5.0,3.9785343330679956,3.1457643480294792,2.282177322938192,3,0,1.5363326936382222
94,10.0,4.043460000140243,3.1457643480294792,2.3935677693908453,4,0,1.5363326936382222
94,20.0,4.2341213532075965,2.886751345948129,2.9755951785595207,8,0,1.4364284063936676
95,1.0,7.304950433742617,7.107800878846659,1.613743060919757,3,0,12.785894504877344
95,2.0,5.459611611717385,4.947642536265799,2.165063509461097,4,0,1.7483077475772586
95,5.0,4.397633425440382,3.75,2.165063509461097,5,0,0.9048731890410371
95,10.0,4.160656956492392,3.307189138830738,2.3935677693908453,7,0,0.7884814645872238
95,20.0,4.577870645064348,3.307189138830738,3.0618621784789726,11,0,0.7884814645872238
96,1.0,6.951454930249294,6.692657668420421,1.7677669529663689,1,0,25.496111239398537
96,2.0,4.68386477681775,3.8188130791298667,2.5,3,0,1.6585492864657654
96,5.0,4.433351524856017,3.5355339059327378,2.5,3,0,0.7580147629597767
96,10.0,4.376874800664381,3.38501600193165,2.6020824993326657,4,0,0.7580147629597767
96,20.0,4.13423870089943,2.9755951785595207,2.7003086243366083,5,0,0.7580147629597767
97,1.0,7.206274828758758,6.884463184107628,2.041241452319315,2,0,23.092729055709757
97,2.0,7.313883845646037,6.884463184107628,2.3935677693908453,3,0,19.991208995256684
97,5.0,5.273704086574098,4.389855730355308,2.7950849718747373,5,0,0.7676903619602311
97,10.0,5.271740419346234,4.330127018922194,2.886751345948129,9,0,0.700703287678591
97,20.0,5.186353600368589,3.8188130791298667,3.38501600193165,16,1,0.6073006252054226
98,1.0,6.979474360838811,6.653633092779714,2.041241452319315,2,0,19.53699136094625
98,2.0,7.016686945199968,6.653633092779714,2.165063509461097,3,0,10.240888961978944
98,5.0,4.404066514719854,3.5355339059327378,2.5,4,0,1.730365852058225
98,10.0,4.27472837228255,3.0618621784789726,2.886751345948129,8,0,1.0945162149267211
98,20.0,4.517852345071528,3.227486121839514,3.0618621784789726,10,0,1.0945162149267211
99,1.0,7.027211589486254,6.73145600891813,1.9094065395649333,3,0,17.46534963851442
99,2.0,7.137234128165796,6.73145600891813,2.282177322938192,4,0,6.0038648144667155
99,5.0,4.296533503862453,2.886751345948129,3.0618621784789726,6,0,1.4140560382440206
99,10.0,4.474673189162821,2.886751345948129,3.307189138830738,7,0,1.4140560382440206
99,20.0,4.589593317112011,2.886751345948129,3.4610932762158644,9,0,1.4140560382440206
