tracker,n,rms_gospa_mean,rms_gospa_ci95,rms_localization_mean,rms_localization_ci95,rms_missed_mean,rms_missed_ci95,rms_false_mean,rms_false_ci95,mean_cardinality_error_mean,mean_cardinality_error_ci95,final_birth_atoms_mean,final_birth_atoms_ci95,spurious_birth_atoms_mean,spurious_birth_atoms_ci95,birth_region_error_mean,birth_region_error_ci95,runtime_seconds_mean,runtime_seconds_ci95
fixed_broad_birth,80,4.960581245508115,0.06094078884350728,0.9264771957740454,0.04563464078689069,3.27188241353615,0.06817040443333489,3.590073122561445,0.06730141307924067,0.41341145833333337,0.01092969405433939,0.0,0.0,0.0,0.0,nan,nan,0.15696954985614867,0.0025574005277240815
measurement_driven_birth,80,4.8428245704660995,0.06417994334188719,0.7695095112304531,0.02128066122796087,4.083888595862135,0.07169628712912489,2.4710873801996156,0.04733211578912812,0.43033854166666663,0.011436896407158378,0.0,0.0,0.0,0.0,nan,nan,0.1698534465220291,0.002761341245440661
dp_immediate,80,6.716349909871281,0.20325470072584187,0.6812026663233282,0.047122821889031836,6.325152137713623,0.24059299780695226,2.023450502034855,0.087362165794187,0.803515625,0.0498714062255853,11.9375,0.3475224016092389,5.275,0.4095554706560563,5.247227216281971,0.6467705028821393,0.21011655909242108,0.004203125797566235
dp_delayed_append,80,4.584378062654201,0.09933017058968002,0.9205723685822587,0.03617722052499994,3.5274053776721104,0.11911733690261155,2.747278137814059,0.05541081378538795,0.369921875,0.01475307147897673,17.1,0.4888822694859382,0.0,0.0,0.7081771379362205,0.058296007905610396,0.2178197268745862,0.005057749362625343
dp_delayed_recluster,80,4.4581896438364925,0.08623443410784144,0.8869232596382123,0.03344039668093063,3.367202154940523,0.10447250058194883,2.7550873016970576,0.05654190748284862,0.34817708333333336,0.012674324555328697,6.775,0.40806860617030094,0.1875,0.0991944612326742,1.2866189573640134,0.08420407474866431,0.16237213892745786,0.004342848565181603
oracle_birth,80,3.8095071722738174,0.051923890163061204,0.7090922706789495,0.010973670209965236,2.9560028303793033,0.06125118926930063,2.281147666435153,0.04613036860384957,0.2713541666666667,0.0076865565782469015,2.0,0.0,0.0,0.0,0.0,0.0,0.0776194387988653,0.0010048992495252187
pmbm_broad,80,4.771809518815624,0.05289993328455644,0.7775791960025126,0.021541207831626816,3.929092758485875,0.0555826693148846,2.5789953645211248,0.054473778331605355,0.4190104166666876,0.009677492094164852,nan,nan,nan,nan,nan,nan,187.14355562027498,9.63016486523618
pmbm_oracle,80,3.233890632783125,0.06591723818355459,0.7630780369828625,0.01425165740833425,1.3498419958292,0.08557172015321696,2.813943177807625,0.05834547584951044,0.1940104166666625,0.008340672450598458,nan,nan,nan,nan,nan,nan,6.64480784833375,0.15482988595591893
