metric,reference,comparator,n,reference_mean,comparator_mean,mean_paired_difference,paired_difference_ci95,bootstrap_ci95_low,bootstrap_ci95_high,relative_improvement_percent,normal_approx_p_value,sign_flip_p_value
rms_gospa,dp_delayed_recluster,fixed_broad_birth,100,4.492514044916265,5.008732359517541,-0.5162183146012768,0.06289918340508222,-0.5783772600493421,-0.45292727535098615,10.306366512484207,3.205336005485045e-58,1.999960000799984e-05
rms_gospa,dp_delayed_recluster,measurement_driven_birth,100,4.492514044916265,4.840678408621229,-0.34816436370496456,0.07056966249872294,-0.41682034434034737,-0.27646406456864464,7.192470441434082,4.0474126237696033e-22,1.999960000799984e-05
rms_gospa,dp_delayed_recluster,dp_immediate,100,4.492514044916265,6.678834772229257,-2.1863207273129905,0.20867477293890668,-2.390883837468937,-1.977025486431176,32.73506235554384,1.0427653289689457e-93,1.999960000799984e-05
rms_gospa,dp_delayed_recluster,dp_delayed_append,100,4.492514044916265,4.638864598280709,-0.14635055336444427,0.03821742754367062,-0.18521493362924266,-0.10953046541939093,3.1548787481032656,6.11190440072027e-14,1.999960000799984e-05
rms_gospa,dp_delayed_recluster,oracle_birth,100,4.492514044916265,3.8538208307113586,0.638693214204906,0.06146541425601898,0.5793812811146636,0.7021824412165272,-16.572986712696068,3.31175651120926e-92,1.999960000799984e-05
rms_gospa,dp_delayed_recluster,pmbm_broad,100,4.492514044916265,4.7861541522888,-0.2936401073725352,0.06455917380940564,-0.3564576825143338,-0.2271197957640409,6.135199536607327,4.885275949989126e-19,1.999960000799984e-05
rms_gospa,dp_delayed_recluster,pmbm_oracle,100,4.492514044916265,3.2956185179823,1.1968955269339647,0.07065668714200989,1.1278690896240715,1.2675585259305338,-36.317781333100086,1.0207239491439964e-241,1.999960000799984e-05
