seed,spawn_interval,birth_events,tracker,rms_gospa,rms_missed,rms_false
115,6,16,measurement_driven_birth,5.137489153670867,4.330127018922194,2.6020824993326657
115,6,16,dp_delayed_recluster,4.6004977240704825,3.38501600193165,2.9755951785595207
115,8,12,fixed_broad_birth,5.313708283376838,3.608439182435161,3.8188130791298667
115,8,12,measurement_driven_birth,4.886579152665592,4.330127018922194,2.165063509461097
115,8,12,dp_delayed_recluster,5.007867061126578,4.14578098794425,2.7003086243366083
115,12,8,fixed_broad_birth,4.078289013503936,2.5,3.0618621784789726
115,12,8,measurement_driven_birth,3.7336901606662063,3.227486121839514,1.7677669529663689
115,12,8,dp_delayed_recluster,3.8376100550761634,3.1457643480294792,2.041241452319315
115,16,6,fixed_broad_birth,4.579034389109633,2.6020824993326657,3.679900360969936
115,16,6,measurement_driven_birth,3.778703638739175,3.307189138830738,1.7677669529663689
115,16,6,dp_delayed_recluster,4.475995122766673,3.307189138830738,2.9755951785595207
116,6,16,fixed_broad_birth,5.493638933568831,3.608439182435161,3.952847075210474
116,6,16,measurement_driven_birth,5.415036805859144,4.621056877670591,2.7003086243366083
116,6,16,dp_delayed_recluster,4.993415051432092,3.886407938787006,2.7003086243366083
116,8,12,fixed_broad_birth,4.957767974875855,3.227486121839514,3.679900360969936
116,8,12,measurement_driven_birth,4.560640161135118,3.952847075210474,2.165063509461097
116,8,12,dp_delayed_recluster,4.333124036566503,3.1457643480294792,2.886751345948129
116,12,8,fixed_broad_birth,4.878160340397455,2.282177322938192,4.269562819149833
116,12,8,measurement_driven_birth,4.179847343575527,3.1457643480294792,2.7003086243366083
116,12,8,dp_delayed_recluster,3.868191033882688,2.165063509461097,3.1457643480294792
116,16,6,fixed_broad_birth,4.12671189507179,2.3935677693908453,3.307189138830738
116,16,6,measurement_driven_birth,3.495312628224251,3.1457643480294792,1.4433756729740645
116,16,6,dp_delayed_recluster,3.587256963160925,2.6020824993326657,2.3935677693908453
117,6,16,fixed_broad_birth,5.807513265682276,4.14578098794425,3.952847075210474
117,6,16,measurement_driven_birth,5.568928484157767,5.0,2.282177322938192
117,6,16,dp_delayed_recluster,4.68998182758211,3.8188130791298667,2.5
117,8,12,fixed_broad_birth,5.115108533905996,3.4610932762158644,3.679900360969936
117,8,12,measurement_driven_birth,5.104187943013549,4.389855730355308,2.5
117,8,12,dp_delayed_recluster,4.179869798137938,3.0618621784789726,2.7003086243366083
117,12,8,fixed_broad_birth,4.214587607461737,2.6020824993326657,3.227486121839514
117,12,8,measurement_driven_birth,3.8128215838368225,3.227486121839514,1.9094065395649333
117,12,8,dp_delayed_recluster,3.615226807709466,2.5,2.5
117,16,6,fixed_broad_birth,3.518050614732349,1.9094065395649333,2.886751345948129
117,16,6,measurement_driven_birth,3.121147010791149,2.5,1.7677669529663689
117,16,6,dp_delayed_recluster,3.135162306204023,2.041241452319315,2.282177322938192
118,6,16,fixed_broad_birth,5.678379889054886,3.886407938787006,3.952847075210474
118,6,16,measurement_driven_birth,5.917168990814378,5.0,3.0618621784789726
118,6,16,dp_delayed_recluster,5.325351598347733,4.14578098794425,3.227486121839514
118,8,12,fixed_broad_birth,5.300934248549839,3.952847075210474,3.4610932762158644
118,8,12,measurement_driven_birth,5.345947691111392,4.621056877670591,2.6020824993326657
118,8,12,dp_delayed_recluster,4.729090333173357,3.8188130791298667,2.7003086243366083
118,12,8,fixed_broad_birth,3.937185487329407,2.3935677693908453,3.0618621784789726
118,12,8,measurement_driven_birth,3.576219602871869,2.886751345948129,2.041241452319315
118,12,8,dp_delayed_recluster,3.3533551686523766,2.165063509461097,2.5
118,16,6,fixed_broad_birth,4.1193126052173055,2.041241452319315,3.5355339059327378
118,16,6,measurement_driven_birth,3.414868078752159,2.7003086243366083,2.041241452319315
118,16,6,dp_delayed_recluster,4.130639101430056,3.1457643480294792,2.6020824993326657
119,6,16,fixed_broad_birth,5.706024858466388,4.330127018922194,3.608439182435161
119,6,16,measurement_driven_birth,5.876528075269909,5.303300858899107,2.3935677693908453
119,6,16,dp_delayed_recluster,5.227319697767446,4.269562819149833,2.7950849718747373
119,8,12,fixed_broad_birth,4.645322351282904,3.1457643480294792,3.307189138830738
119,8,12,measurement_driven_birth,4.680162552260584,4.018187817080398,2.282177322938192
119,8,12,dp_delayed_recluster,4.106073631095344,2.9755951785595207,2.7003086243366083
119,12,8,fixed_broad_birth,4.669058120387055,2.5,3.886407938787006
119,12,8,measurement_driven_birth,4.134578434514899,3.307189138830738,2.3935677693908453
119,12,8,dp_delayed_recluster,4.065498274034692,3.0618621784789726,2.6020824993326657
119,16,6,fixed_broad_birth,3.583629998670606,2.041241452319315,2.886751345948129
119,16,6,measurement_driven_birth,3.190686723525027,2.7003086243366083,1.613743060919757
119,16,6,dp_delayed_recluster,3.117177634158642,2.041241452319315,2.282177322938192
120,6,16,fixed_broad_birth,4.888212588903913,3.4610932762158644,3.307189138830738
120,6,16,measurement_driven_birth,5.125409090417353,4.389855730355308,2.5
120,6,16,dp_delayed_recluster,4.38946304852151,3.307189138830738,2.7003086243366083
120,8,12,fixed_broad_birth,5.042968828950252,3.227486121839514,3.75
120,8,12,measurement_driven_birth,4.7393236709436,4.08248290463863,2.282177322938192
120,8,12,dp_delayed_recluster,4.146855190063177,3.0618621784789726,2.7003086243366083
120,12,8,fixed_broad_birth,4.00272619969377,2.282177322938192,3.227486121839514
120,12,8,measurement_driven_birth,3.587683201305577,2.7950849718747373,2.165063509461097
120,12,8,dp_delayed_recluster,3.615189829974249,2.165063509461097,2.7950849718747373
120,16,6,fixed_broad_birth,4.1239680097960685,2.282177322938192,3.38501600193165
120,16,6,measurement_driven_birth,3.3808065251967663,2.7950849718747373,1.7677669529663689
120,16,6,dp_delayed_recluster,3.7292252280217157,2.282177322938192,2.886751345948129
121,6,16,fixed_broad_birth,5.406144149911037,3.4610932762158644,3.952847075210474
121,6,16,measurement_driven_birth,5.397151608249064,4.448782605013046,2.7950849718747373
121,6,16,dp_delayed_recluster,4.442933540872344,3.307189138830738,2.7003086243366083
121,8,12,fixed_broad_birth,4.642634328022589,2.9755951785595207,3.4610932762158644
121,8,12,measurement_driven_birth,4.683557357203774,3.886407938787006,2.5
121,8,12,dp_delayed_recluster,3.846941754285686,2.886751345948129,2.3935677693908453
121,12,8,fixed_broad_birth,4.273504692903439,2.7003086243366083,3.227486121839514
121,12,8,measurement_driven_birth,3.9495758272803063,3.38501600193165,1.9094065395649333
121,12,8,dp_delayed_recluster,3.7670234320057134,2.7950849718747373,2.3935677693908453
121,16,6,fixed_broad_birth,4.109336924572451,2.041241452319315,3.5355339059327378
121,16,6,measurement_driven_birth,3.2583767045480845,2.7003086243366083,1.7677669529663689
121,16,6,dp_delayed_recluster,3.4203761112850497,2.041241452319315,2.7003086243366083
122,6,16,fixed_broad_birth,5.742868115406209,3.8188130791298667,4.14578098794425
122,6,16,measurement_driven_birth,5.845313475195263,5.0,2.886751345948129
122,6,16,dp_delayed_recluster,4.649901930854819,3.608439182435161,2.7950849718747373
122,8,12,fixed_broad_birth,5.177748412785132,3.608439182435161,3.608439182435161
122,8,12,measurement_driven_birth,5.36893657370175,4.564354645876384,2.7003086243366083
122,8,12,dp_delayed_recluster,4.640781054963789,3.8188130791298667,2.5
122,12,8,fixed_broad_birth,3.7608000139126285,2.3935677693908453,2.7950849718747373
122,12,8,measurement_driven_birth,4.008977149353698,2.886751345948129,2.7003086243366083
122,12,8,dp_delayed_recluster,3.4025260383597504,2.3935677693908453,2.282177322938192
122,16,6,fixed_broad_birth,4.367115599450619,2.5,3.5355339059327378
122,16,6,measurement_driven_birth,4.045419507979451,3.227486121839514,2.3935677693908453
122,16,6,dp_delayed_recluster,3.58129777412942,2.3935677693908453,2.6020824993326657
123,6,16,fixed_broad_birth,5.655338304615738,3.952847075210474,3.8188130791298667
123,6,16,measurement_driven_birth,5.875080697377724,4.894725051862804,3.1457643480294792
123,6,16,dp_delayed_recluster,5.439520392006626,4.08248290463863,3.4610932762158644
123,8,12,fixed_broad_birth,5.001170490308602,3.227486121839514,3.75
123,8,12,measurement_driven_birth,5.04657671469834,4.14578098794425,2.7950849718747373
123,8,12,dp_delayed_recluster,4.737855392898726,3.5355339059327378,3.0618621784789726
123,12,8,fixed_broad_birth,4.186148902064947,3.0618621784789726,2.7950849718747373
123,12,8,measurement_driven_birth,3.9865431192627216,3.608439182435161,1.613743060919757
123,12,8,dp_delayed_recluster,3.7310931880903535,2.7950849718747373,2.3935677693908453
123,16,6,fixed_broad_birth,4.372399760622153,2.282177322938192,3.679900360969936
123,16,6,measurement_driven_birth,3.4243474647762744,2.9755951785595207,1.613743060919757
123,16,6,dp_delayed_recluster,4.139387689880011,3.227486121839514,2.5
124,6,16,fixed_broad_birth,5.8788528115627425,4.018187817080398,4.08248290463863
124,6,16,measurement_driven_birth,5.82833532740626,4.841229182759271,2.9755951785595207
124,6,16,dp_delayed_recluster,5.203258306018353,3.952847075210474,3.227486121839514
124,8,12,fixed_broad_birth,4.971776018277798,3.4610932762158644,3.4610932762158644
124,8,12,measurement_driven_birth,4.676621723691255,4.08248290463863,2.165063509461097
124,8,12,dp_delayed_recluster,4.163933291064694,3.227486121839514,2.5
124,12,8,fixed_broad_birth,4.327166751564273,2.7950849718747373,3.227486121839514
124,12,8,measurement_driven_birth,4.2020211000226055,3.38501600193165,2.3935677693908453
124,12,8,dp_delayed_recluster,3.529928693182607,2.6020824993326657,2.282177322938192
124,16,6,fixed_broad_birth,4.134284699750382,2.5,3.1457643480294792
124,16,6,measurement_driven_birth,3.7854082784252148,3.1457643480294792,2.041241452319315
124,16,6,dp_delayed_recluster,3.2758105288380106,2.3935677693908453,2.165063509461097
125,6,16,fixed_broad_birth,5.743767604013633,4.08248290463863,3.952847075210474
125,6,16,measurement_driven_birth,5.827041968926739,5.0518148554092255,2.7950849718747373
125,6,16,dp_delayed_recluster,5.073140304211426,4.08248290463863,2.886751345948129
125,8,12,fixed_broad_birth,5.262486355201965,3.0618621784789726,4.208127057650866
125,8,12,measurement_driven_birth,4.622056594743532,3.886407938787006,2.3935677693908453
125,8,12,dp_delayed_recluster,3.8983223208324347,2.7003086243366083,2.7003086243366083
125,12,8,fixed_broad_birth,4.328554754464375,2.3935677693908453,3.5355339059327378
125,12,8,measurement_driven_birth,3.88054846080419,3.1457643480294792,2.165063509461097
125,12,8,dp_delayed_recluster,3.8088664688115164,2.3935677693908453,2.886751345948129
125,16,6,fixed_broad_birth,3.4346699010510795,1.9094065395649333,2.7950849718747373
125,16,6,measurement_driven_birth,3.506082985820421,2.7003086243366083,2.165063509461097
125,16,6,dp_delayed_recluster,3.0482496045733254,1.7677669529663689,2.3935677693908453
126,6,16,fixed_broad_birth,5.495569049270357,4.018187817080398,3.608439182435161
126,6,16,measurement_driven_birth,5.541912128916693,4.7871355387816905,2.6020824993326657
126,6,16,dp_delayed_recluster,5.145325056625388,4.018187817080398,3.0618621784789726
126,8,12,fixed_broad_birth,5.27597840958089,3.38501600193165,3.952847075210474
126,8,12,measurement_driven_birth,4.690336768699851,4.018187817080398,2.282177322938192
126,8,12,dp_delayed_recluster,4.863806891970937,3.886407938787006,2.7950849718747373
126,12,8,fixed_broad_birth,4.45395894409667,2.886751345948129,3.307189138830738
126,12,8,measurement_driven_birth,4.008895619394104,3.5355339059327378,1.7677669529663689
126,12,8,dp_delayed_recluster,3.75027159939093,2.7003086243366083,2.5
126,16,6,fixed_broad_birth,3.86459353378959,2.041241452319315,3.227486121839514
126,16,6,measurement_driven_birth,3.3569527144398754,2.7003086243366083,1.9094065395649333
126,16,6,dp_delayed_recluster,3.362961211492676,2.282177322938192,2.3935677693908453
127,6,16,fixed_broad_birth,5.581958027029991,3.886407938787006,3.886407938787006
127,6,16,measurement_driven_birth,5.695110860294656,4.621056877670591,2.9755951785595207
127,6,16,dp_delayed_recluster,5.033951718033349,3.886407938787006,2.9755951785595207
127,8,12,fixed_broad_birth,5.213093493431018,3.0618621784789726,4.14578098794425
127,8,12,measurement_driven_birth,4.835531829238118,3.8188130791298667,2.886751345948129
127,8,12,dp_delayed_recluster,4.15594852167341,2.7003086243366083,3.0618621784789726
127,12,8,fixed_broad_birth,4.8347464692563165,2.3935677693908453,4.08248290463863
127,12,8,measurement_driven_birth,4.05347659124003,2.9755951785595207,2.7003086243366083
127,12,8,dp_delayed_recluster,3.855359352342989,2.5,2.886751345948129
127,16,6,fixed_broad_birth,4.21724871545201,2.5,3.307189138830738
127,16,6,measurement_driven_birth,3.8610211032060433,3.227486121839514,2.041241452319315
127,16,6,dp_delayed_recluster,3.6829851236068145,2.5,2.6020824993326657
128,6,16,fixed_broad_birth,5.265316625747617,3.38501600193165,3.886407938787006
128,6,16,measurement_driven_birth,5.393178091665742,4.564354645876384,2.5
128,6,16,dp_delayed_recluster,4.640292454350666,3.227486121839514,3.227486121839514
