seed,tracker,scans,total_births,total_confirmed_births,rms_gospa,rms_localization,rms_missed,rms_false,early_rms_gospa,late_rms_gospa,mean_cardinality_error,mean_false_targets,mean_missed_targets,final_birth_atoms,recurrent_birth_atoms,spurious_birth_atoms,birth_region_error,runtime_seconds
112,pmbm_oracle,96,NaN,NaN,3.54589245815,0.770835039476,2.39356776939,2.5,3.41018850226,3.61183293864,0.239583333333,0.125,0.114583333333,NaN,NaN,NaN,NaN,3.64224600792
113,pmbm_broad,96,NaN,NaN,4.50723015355,0.723503276015,3.75,2.39356776939,4.56504513978,4.47804275566,0.395833333333,0.114583333333,0.28125,NaN,NaN,NaN,NaN,175.724569082
113,pmbm_oracle,96,NaN,NaN,3.14603589457,0.722870562378,1.02062072616,2.88675134595,3.60557633656,2.88898293791,0.1875,0.166666666667,0.0208333333333,NaN,NaN,NaN,NaN,4.93172001839
114,pmbm_broad,96,NaN,NaN,5.09248313935,0.642301480018,4.14578098794,2.88675134595,5.03084796337,5.12302265968,0.46875,0.166666666667,0.34375,NaN,NaN,NaN,NaN,168.904201984
114,pmbm_oracle,96,NaN,NaN,3.30502260304,0.711693571659,0.721687836487,3.14576434803,3.38391283757,3.26486271745,0.208333333333,0.197916666667,0.0104166666667,NaN,NaN,NaN,NaN,4.71373105049
115,pmbm_broad,96,NaN,NaN,4.88586960952,0.658955113236,4.14578098794,2.5,4.70745783129,4.97267565252,0.427083333333,0.125,0.34375,NaN,NaN,NaN,NaN,192.490652084
115,pmbm_oracle,96,NaN,NaN,3.37366899648,0.666440168203,1.44337567297,2.97559517856,3.36013974592,3.38041331654,0.197916666667,0.177083333333,0.0416666666667,NaN,NaN,NaN,NaN,5.35149693489
116,pmbm_broad,96,NaN,NaN,4.6731016074,0.695494044815,3.75,2.70030862434,4.57056296112,4.72353628744,0.364583333333,0.145833333333,0.28125,NaN,NaN,NaN,NaN,162.29108882
116,pmbm_oracle,96,NaN,NaN,3.07501911097,0.775613219433,0.721687836487,2.88675134595,2.90823663408,3.15510596325,0.177083333333,0.166666666667,0.0104166666667,NaN,NaN,NaN,NaN,4.17392396927
117,pmbm_broad,96,NaN,NaN,4.84350815209,0.736820570205,4.08248290464,2.5,5.48904744126,4.48603788691,0.458333333333,0.125,0.333333333333,NaN,NaN,NaN,NaN,177.9074049
117,pmbm_oracle,96,NaN,NaN,3.40476082152,0.809256604412,1.25,3.06186217848,3.61088492985,3.29686963488,0.21875,0.1875,0.03125,NaN,NaN,NaN,NaN,4.12123394012
118,pmbm_broad,96,NaN,NaN,5.39301676588,0.662417167464,4.50693909433,2.88675134595,4.53807938051,5.77320210314,0.510416666667,0.166666666667,0.40625,NaN,NaN,NaN,NaN,135.161907911
118,pmbm_oracle,96,NaN,NaN,3.80305170949,0.633010509416,2.39356776939,2.88675134595,2.23197468267,4.38223093475,0.260416666667,0.166666666667,0.114583333333,NaN,NaN,NaN,NaN,3.37192487717
119,pmbm_broad,96,NaN,NaN,4.51907912441,0.793983290776,3.75,2.39356776939,4.39832197795,4.57826343586,0.395833333333,0.114583333333,0.28125,NaN,NaN,NaN,NaN,149.939260006
